"Bindnr";"Brevid";"Tekst"
"1";"611";"Ollom monnom þeim sæm þetta bref sea ædher høyra sænda Hakon Amundason ok Arne Drængsson quædiu gudz ok sina kunnikt gerande at mit hafuum sælt Ælifui ok Alfue Olafssonom mærka bool j Lundaby sæm ligger j Sanda sokn j Sææms bygd sæm Sanda kirkiæ atte till vpbygninga mædh ollom lutum ok lunnyndom sæm till liggia ædher leghet (hafua) fra forno ok nyghiu jnnan gardz ok vttan frialst ok hæimholt ok akiæralaust firir huariom manne. kænnomzst mit at mit hafuum vpboret af fyrnæmfdom brødrom fyrsta pening ok øfsta ok alla þer j mellom æfter þui sæm j kaup vart kom sua at okker væl atnøgde. Ok till sannynda settom mit okor incigli firir þetta bref er gort var a Berghom j Sanda sokn a Blasius messo dagh a xviii aare okkars vyrdaligs herræ herræ Eriks mædh guds naadh Noregs konongs."
"1";"612";"Ollum monnum þeim sem þetta bref se ædur heyra senda Halfdan prestur Æiriksson Þormodr Anndræsson sy(s)lu mann j Sudræy Albrikt Simunar son Simun Albriksson q. g. ok sina kunnigt gierandi at wær saghum ok jnuirduligha yfuir lasum segs opin bref med hæilum ok oskodum hanganda jnsiglum so liodande ord fyr ordd sæm her segir [Nu fölge Brevene No. 589. 590. 591. 592. 605 og 606.] Ok til sanenda hær vm settum ver fyr nefndir men var insigli fyr þetta þranskrifta bref er gort var j Þors hafn sunnu daghin nest eftir Svituns voku dag anno domini mo cdo septimo."
"1";"613";"Ollum monnum þæim sem þettæ bref sea ædher høyræ sender Bryniulfwer Þorrodzson Gudthormær Hawordzson ok Erikær Eriksson q. gudz ok sinæ. meer wilium yder kunnikt gera at meer warom a Aulfwene ær ligger j Skapaals fiordongonom j Ringesakers sokn wm hausthet firir wæthenethenæ a xix are rikis waars wyrdeliks herræ herræ Eriks med gudz nadh Norigx konugx. saam ok høyrdhum a at þau heldho hondhom saman af æinnæ halfwo Ingelæif Eriksdotter, en af annære ha(l)fwo Halwordær a Sænnæstodhum med þwi skylyrdhæ at Haluordær kendezt ok fullo widærgongo wæithæ at han hafdhe selth fyrnemdre Ingelæifwe xii auræ bool jærdher j mædhalgardenom j Aulfwænæ ær liggær a Welongiæ ok j Ringesakers sokn frialst ok hæimolth firi hwarium manne med allum lunnendhum ok firi tekith allæ wærdauræ æpter þwi som j kaup þæiræ kom. Til sannindha her wm setthum meer woor jnsiglæ firi þettæ bref ær giorth war a deghi ok are som fyr seghir."
"1";"614";"Ollum monnum þæim sæm þetta bref sea, æder hœyra, sendir Haluarder Gudlæifsson ærkiprester j Oslo, q. g. ok sina kunnikt gerande, at saker hollre, ok trure þionist, er Oghmunder Euindason, hefuir mik gort, *œk læingi þionat, þa hefuir ek gefuet honom, ok gefuir nu af ny ok afhendir fim aura booll j nørdzsta gardenom, j Watzþuæit, sæm Rœysi gorde eiter stæint, ok ræint vm sik, sæm ligger i Spiotaberghs sokn, a Vymom, j øffra luta Borgha syslo, honom ok hans æruingiom til æueligha eighu, med allum lunnum ok lunnyndom, sæm þær till liggia, jnnan gardz ok vttan, æder leghet hafua fra forno ok nyo, frialst ok hæimolt, firi huorium manne, ok till sanninda her vm satte ek mit jnsigle, firi þetta bref, er gort var a Sialfuirki prestegardenom, aa Þrikstadum a freadaghen nest æftir Luce euangeliste, anno domini mo cccco septimo, ok a atianda are rikis virduligs herra, herra Eriks med gudz nadh Noreghs kononghs."
"1";"615";"Ollum monnum þeim sem þetta bref sea ædher høyra sendr Eirikar Gunnarsson loghman j Ryafylki. q. g. ok sina kunnikt gerande at a friadaghen nestan fore Paals møsso dagh a xviij are rikis mins virdhuligs herra herra Eiriks medher gudz nadh Noregs konongs kom fore mik j litlastofwo j biscopsgardhe j Stafwangre Gardher Þoresson j fullu ok loghligha vmbodhe Ramborgho Knutz dottor kono sinnar ok barna sinna ok sagdhe fore mik at fru Katrin K(n)utz dotter var døødh gudh hennar sæ[æ]l hafe ok krafde mik lagha oskurdar huar som hennar logligher æruinge skal væra æftir rettom landzens loghum, dømde ek þa medher radhe ok samþykt vyrduligs herra herra Hakonar, medher gudz nadh biscops j Stafwangre ok hans capituli ok morghum fleirom godhom monnom neerværandom medher fullum lagha oskurdhi eftir þi som staar j almannaligho ærfdhatale þre systursyni skylgetna frw Katrina Knutz dottor af samfædrom systrum komner, barn Ramborghar Knutz dottor loghligha ærwinghia badhe j lausu ok fostu gozze eftir optnemda fru Katrinæ Knutzs dottor æ til þes en annat prouazt sannare, ok til meire stadfesto ok sannindæ her vm setto þesser godher men siin jnsigli medher mino jnsigli sem so eitha Suein Þorgylsson Asulwar Þorkelsson Anundar Hærleiksson Hakon Joonsson koorsbrødher j Stafwangre, Jæsse Krabbe foghute vyrdhuligs herra herra Jacobs medher gudz nadh biscops j Osloo. Halwardhar Olafsson ok Bryniulfuar Olafsson fore þetta bref er giort var deghi ok are sem fyr seghir anno domini mo. cdo. viijo."
"1";"616";"Ollum monnum þeim sem þetta bref sea eder høyra sender Helgi Þordeson lensman herra Tideriks Vystaks kuædiu guds ok sinæ kunnikt gerande at ek kennizs meder þesso mino oftno brefue at ek took þriggia manna vitni. er sua æitta Rolleifuer Anbionneson. Fokke Þolleifsson ok Geirmunder Olafsson ok a book suoro meder fullom æidzstaf at Þofuer Gunneson samde vider Gunnulfue a Lunde a vegna Þaulaugo Berghulfs dottor j i suartan hest ok tuæggia marka spiot firir alla þa tiltalo. sem han hafde til henni aa mins herræ konongsens vegna. þui gefuer ek hona ok *hemni erfuingia kuitta ok allungis lidugha a mins herra konongsens (vegna) vm fyrnemda tiltalo. Til sannynda her vm ok meire sannynde setti Þorgeir Þorbionneson loghretto mader sit incigli meder mino firir þetta bref er gort var j Nissedal manedaghen nest firir laupars messo a xix are rikis okars virdulegx herra herra Eirikx meder gudsz naadh Noregx konongx."
"1";"617";"Ollum monnum þæim som þetta bref seia edher høyra senda Smidær Þorgeirsson Ingimundær Þoresson Simon Þorgeirsson ok Siggurdær Halsteinsson q. guds oc sinæ kunnught gørandæ at meer varom j Nordagardæ som liggar j Øyamarka sokn a kros møsso eftan vm varet a xix are rikis vaars vyrdulegs herre Eiriks meddær guds nad Noregs konongs varom a retta stenfno er Siggurdær Þostensson leidæ ii skilrik vitni er sua eita Bardær Swenungsson oc Jorundar Neridzsson oc a boc sworo meddær fullum eidstaf at þeir waro opa a midfasto þingi er nu war er Þordar Þolleifsson vmbodzs man herre Siggurdzs Bolt a Morkom stenfdæ Øylyræ Þostensyni Simone Tomassæ oc Ketli Eiuindzsynir til reet endamerki oc retta deilis gongo miliom Nordagardzs oc Sudagardzs, oc swa miliom Vestagardzs oc Nordagardzs oc swa miliom Halfwardzsrud oc Nordagardzs, liggia þessæ jardær alla saman j Øygiamorka sokn oc þa vaar þeira rettar stenfno dagar. leidæ þa fir nemdar Siggurdær iii skilrik vitni er swa eita Stillaugar Halfuardzsson Øylir Þostensson oc Rognogh Gunnars dotter oc a boc suoro meddær fullum eidstaf at swa er reet endamerki oc deili, oor vatnenom Øygia oc vp eftir bekkenom nordan at Oollvik oc swa vestar j fiallet oc þo sunnarstæ j fiallæno som [lig]gar j mellom Vestagardzs oc Nordagards oc nordar eftir fialleno oc swa vp i røysyna oc . . . . . . oc swa nordar medder bergino vestan firir oc swa vp j vfsina, oc Norda garder eigar gau[t]u legæ fram meddær vpsinæ, oor vfsinna oc swa nordar som anæ komo saman oc swa vestan medder anæ westdan firir som nest oc swa vestar j eit bergh som eit kwerna stødæ er som liggar til vppi gardzs, oc swa nordar oc austar j ein dioupan dal firir nordan kwerna stødet som liggar til Nordagards oc swa nordar eftir endalongom dalenom, oc nordar j berget som vardar standa oc swa nordar vm vega skillet som saman koma iii endamerki, nemdæ þa fir nemdar Þordar til tolf men at skoda hwat skada þeir brødar hafdæ giort jn j Norda gards skogh, en fir nemdar Keitil hafdæ hogget timber oc gardafongh jn j Nordagardzs skogh en Simon førdæ bort gautu garden sin oc lagdæ alla gautuna til sin oc sik nyttæ som Norda garder oc Suda garder attæ vegalege vestar j fiallet j Vesta gardzs gautulegæ, en Tomas settæ ii þwergardæ ifuir fir nemda gautu. Vaar þet þa tolf manna dom at þeir brødar Simon Tomas oc Keitil, oc Siggurdær firnemdar skulu vera j Oslo firir logmannenom þa iii sykna dagæ nest eftir Jons woku nu kømbar vndir hans dom, til sannindæ setto mer war jnsigli firi þetta bref som giort war deigi oc are som fir seigir."
"1";"618";"Ollum monnum þeim sæm þetta bref sea ædher høyra sænda Hakon Bardzsson huusfouuth a Tunsbergs husi Arne Drengsson Borghar Vlfsson ok Ræidar Olafsson quædiu guds ok sina kunniktgerande at meer vaarom aa Sandom þorsdaghen nest æfter Bartholomei apostoli a xix aare rikis vaars vyrdaligs herræ herræ Eriks meder gudz naad Noregs konongs saom ok høyrdum aa at þeir heldo handum saman af æinni halfuu sira Eriker Kolbiornason prester aa Sandum en af annera Anfinner Hælghason meder þui skilorde at sira Eriker fyrnæmfder gaf Anfini adernæmfdom æina ku j vinskap firir þæt øyris bol j Vnnaberghi sæm han hafde fyr fengit af honom ok her wtvisar j þæima brefuom sæm þetta vart bref er vider fæst meder ollum lutum ok lunnyndum sæm till liggia ok leghit hafua fra forno ok nyu vttan gars ok jnnan till æuerdalegra æighu ok alz afrædiz fra sik ok sinom æfterkomande ok vndir sira Erika fyrnæmfdan. En huar þæima satmala ryfuer hafue rofuitt sæom logmanzsens oorskurd. xii. manna doom ok vere sanner nidgridinger ok risi aldra oftare a þesso male. Ok till sannynda settom meer woor incigli firir þetta bref er gort vaar a are ok dæghi sæm fyr sæghir."
"1";"619";"Thet kænnis *iæl Olaff Thorgardsson med thesse mino opna breffue at iæk haffuer solt beskedheligom manne Iwar Ioonsson eina œiris leigha i Griisliidh liggandhe i Thidal i Sælbo sokn friith oc frælst fore hwariom manne fraa mæk oc minom ærwinghom oc vndher Iwar oc hans ærwingha til æwerdheligha *æiigh haffwer oc forscriffuin Iwar bethalat mæk minstha pæningh oc mæsta som i waar kaup kom. Thil ither meira beuisnigh oc witnisburdh heingha thesse æpther scriffna godha mæn sin incigle med mino fore thetta breff ær swa eitha Amundh Œsteinsson Eingilbrich Ioonsson som scriffwat war aarom æpther gudz byrdh thusændhe fyre hundra[dh] vppa thet nyendhe laugurdaghin nææst fyre Paalsmœsso æpthr iolom."
"1";"620";"Jek Gardhr Thoresson som boor j Gauto Tolghø j Siærne skiprethe j Ryefylke j Norghe laulegh vmbutzman alle arfingis frue Katherine Knutsdotters som her Amund Finsson forthom ate theres siæle gudh haue kænnes meth thette mit opne breff at æn the at høyghboren første oc førstynne myn nadhughe herre oc frue konung Erik oc drotning Margrete oc konungedømet j Norghe wæl til foren ræt hafthe til Hæstby j Ryefylke liggende meth all thes tillaghe som fornempde frue Katherine bebreuit war oc til then arff æfter fornempde her Amund Finsson oc fornempde frue Katherine. Tha hauer thoch fornempde myn nadhughe frue drotning Margrete aff hænnes synderleghe nadh vpa fornempde myn herres konungens oc hænnes eynæ oc konungdømens weyne giort mik vpa alle fornempde frue Katherines arfuingis oc minæ weynæ fore alt thettæ forscrefne oc fore all then arff oc ræticheet æfter fornempde frw Katherine e hwat hælder thet er j løse æller faste swa fult oc alt swa at mik vpa minæ oc vpa alle fornempde frue Katherines arfuinges weynæ fulleleghe oc wæl at nøier. Oc thy vplader jek oc antworder meth thettæ mit opne breff fornempde myn nadhughe herre oc frue oc konungedømet j Norghe alt thettæ forscrefne oc all then arff oc ræticheet meth all breff oc ræticheet som fornempde frue Katherines arfuinge til fallen er æller til falle kan æfter hænnes døth oc kænnes jek mik æller fornempde frue Katherines arfuinge ængen ræt æller ræticheet at haue æller her æfter haue scule til then fornempde Hæstby æller thes tillaghe æller til noghen arff æller ræticheet æntich j løse æller faste æfter fornempde frw Katherines døth oc tilbiuder jek mik oc fornempde frw Katherines arfuinge at fange oc antworde fornempde myn nadhuge frue drotning Margrete æller biscop Jacop aff Aslo vpa hænnes oc konungedømens weynæ for jnnæn sancti Mikels dagh nu næst komer all the breff som vpa alt thettæ forscrefne oc fornempde arff oc ræticheet lude æller røre som mik æller arfuingenæ kunnæ til gothe komme e hwat hælder thet er konungx breff æller her Amund Finssons breff æller laghmans dombreff æller hwat breff thet hælst er oc e hwo them hælst wtgifuet hauer som vpa thettæ forscrefne æller noghit ther aff lude æller røre oc e hwat breff som her æfter fynnes som lude æller røre vpa thettæ forscrefne alt æller noghit ther aff them mælær jek døthe oc machtløse meth thettæ mit opne breff swa at the scule komme fornempde myn nadhughe herre oc frue konung Erik oc drotning Margrete oc konungedømet til gagn oc gothe j alle made vm thettæ forscrefne oc ængen stadh til hinder æller skadhe j noghræ made e huro the hælst lude. Oc tilbiuder jek mik oc mine arfuinge at frij oc hemblæ oc ordhgrant at gøre fornempde myn nadhughe herre oc frue konung Erik oc drotning Margrete oc konungedømet j Norghe alt thettæ forscrefne oc breff arff oc ræticheet fore alle frue Katherines arfuinge. Oc til mere bewaring vm alle thisse forscrefne stycke at alle thisse forscrefne stycke oc artikle oc hwor with sik scule stadhughe faste oc wbrødeleghe blifue oc haldes j alle made æfter thy som forescrefuit star tha hauer jek fornempde Gardher Thoresson ladet mit jncigle vpa minæ oc allæ frw Katherines arfuingis weynæ meth wilghe oc witskap hængis fore thettæ breff oc til witnesbyrdh tha bether jek ærleghe mæn swasom er syre Wulff canek oc officialis j Aslo. syre Thore præst oc prouest j Thorn Sæmund Thyrgilsson laghman j Wighen Olaff Andersson Ficke Grupendall Anders Ericsson Niels Hermansby Juer smørhat oc Anwnd lang ladhe theres jncigle hængis fore thettæ breff. Datum in castro Bahws anno domini millesimo quadringentesimo nono tercia feria infra octauas ascensionis domini."
"1";"621";"Wij Jacop meth gudz nadhe biscop j Aslo Hans Krøppeliin Anwnd lang oc Jes Jecopsson gøre witerlicht meth thettæ wort opne breff at wij æfter war herres føthelsses aar thusende firæhundrethe vpa thet niænde aar then tiisdagh næst fore pingzdaghe vpa Baholm wten fore Bahws hørthe oc saghe oc ther nær oc ower ware at høyghboren førstynne war nadughe frue drotning Margretæ loot koret til en som heder Gardher Thoresson boande j Gauto Tolgho j Ryefylke oc frue Katherines arfuinge her Amund Finssons æfterleues huat hælder han oc the wilde dele oc wt sta landzlagh meth fornempde war nadhughe frue oc konungedømet æller vm han oc the wilde haue thet ændt oc vndtræt meth een wenlich deythingen oc mynne mællom forscrefne war nadhughe frue oc konungedømet vpa then enæ sidhe oc fornempde Gardher oc frue Katherines her Amund Finssons æfterleues arfuinge vpa then annen sidhe, vm all arff oc rætticheet, som æfter forscrefne frue Katherine fallen ær æller falle kunne oc tha wtwaldæ then fornempde Gardher Thoresson oc wither togh meth gothwilghe at blifue hælder with een wenlich deythingen som fore er sacht mæthen han oc the hafthe koret vm thenne forscrefne arff oc all stycke æfter thy som hans breff ther vm wtwiser oc ther meth vm thettæ forscrefne gaf han wnøder oc wthrængder meth ja oc gothwilghe forscrefne war nadhughe frue drotning Margretæ eet opet jnciglet breff vnder sit oc andre flere gothe mæns incigle ordh fran ordh ludende som her æfter følghr. [Nu fölger Brev No. 619.] Thettæ forscrefne som wy hørthe oc saghe oc nær oc ower ware at swa skethe oc giorthes j alle made som forscreuit star thet witnæ wy fore alle oc gøre witerlicht meth thettæ wort opnæ breff. oc til mere wissen her vm haue wy ladet woræ jncigle hænges fore thettæ breff. Datum Bahws anno die et loco supradictis."
